行号,标签,预测,判定
926,这是厨余垃圾_火龙果。,这张图片里包含的食物垃圾是火龙果。火龙果是一种热带水果，通常切成块状食用。,1
927,这是厨余垃圾_火龙果。,图中的垃圾是火龙果皮。,1
928,这是厨余垃圾_火龙果。,,0
929,这是厨余垃圾_火龙果。,图中的垃圾是火龙果干。,1
930,这是厨余垃圾_炸鸡。,这张图片里的是油炸食品垃圾。,1
931,这是厨余垃圾_炸鸡。,这个图片是一个美味的糕点，可以归类为烘焙食品。,0
932,这是厨余垃圾_炸鸡。,这是一杯名为“STAND Delicabar”的饮品。杯子里装的是一个油炸的鸡翅，看起来像是在咖啡馆或酒吧的特色小吃。,1
933,这是厨余垃圾_炸鸡。,这张图片里是塑料垃圾。,0
934,这是厨余垃圾_炸鸡。,图中没有垃圾。,0
935,这是厨余垃圾_炸鸡。,图中没有垃圾。,0
936,这是厨余垃圾_炸鸡。,这个垃圾是塑料垃圾。,0
937,这是厨余垃圾_炸鸡。,这是一道炸鸡。,1
938,这是厨余垃圾_炸鸡。,这个垃圾应该归为其他垃圾，因为它是食物垃圾。,0
939,这是厨余垃圾_炸鸡。,这个垃圾属于食品垃圾。,1
940,这是厨余垃圾_炸鸡。,这是一张显示了两个装有炸鸡的纸盒的照片。左边的炸鸡看起来是炸得酥脆的，上面撒有香料和蒜末。右边的炸鸡看起来是炸得更深，表面看起来更湿润。这两款炸鸡看起来都非常美味，适合用来搭配一些蔬菜沙拉或米饭一起食用。,1
941,这是厨余垃圾_炸鸡。,图中的垃圾是炸鸡。,1
942,这是厨余垃圾_炸鸡。,这是一盘炸鸡。,1
943,这是厨余垃圾_炸鸡。,这是一个展示不同配料的图片。图片上有四个圆形区域，每个区域分别标注了以下内容：  1. 左上角区域：标注“淹料”。 2. 中间区域：标注“炸粉”。 3. 右上角区域：标注“辣椒粉”。 4. 右下角区域：标注“孜然”。  这些配料可能用于制作某种食物或调料，但具体是哪种食物或调料无法从图片中确定。,0
944,这是厨余垃圾_炸鸡。,这是一个炸鸡的图片。,1
945,这是厨余垃圾_炸鸡。,图中的垃圾是蔬菜。,0
946,这是厨余垃圾_炸鸡。,图片中的物品属于其他垃圾。,0
947,这是厨余垃圾_炸鸡。,图中没有垃圾。,0
948,这是厨余垃圾_炸鸡。,这是一张炸鸡的照片，不需要进行垃圾分类。,0
949,这是厨余垃圾_炸鸡。,这是一道美食，看起来是一份炸鸡。图片中可以看到炸鸡的外壳酥脆，表面有金黄色的光泽，炸鸡的内部可能有丰富的馅料，可能是鸡肉和蔬菜的混合物。图片右下角有“皇家炸鸡”字样，表示这是一份高质量的炸鸡。图片左下角有两个骰子，可能表示这道炸鸡的口味和口感都很好。,1
950,这是厨余垃圾_炸鸡。,图片中的物品属于厨余垃圾类别。,1
951,这是厨余垃圾_炸鸡。,,0
952,这是厨余垃圾_炸鸡。,This image is of a pile of crispy fried chicken and fries.,1
953,这是厨余垃圾_炸鸡。,图片中的物品属于餐厨垃圾类别。,1
954,这是厨余垃圾_炸鸡。,这张图片里没有垃圾。,0
955,这是厨余垃圾_炸鸡。,这张图片里没有明确的垃圾分类信息。,0
956,这是厨余垃圾_炸鸡。,这个垃圾属于食品垃圾。,1
957,这是厨余垃圾_炸鸡。,这张图片里有一个装有炸鸡和炸土豆的外卖盒，旁边还有一瓶可口可乐和一个装有饮料的透明杯子。这些物品属于可回收物。,0
958,这是厨余垃圾_炸鸡。,这是一盘炸鸡翅。炸鸡翅通常是用炸油炸制的，通常会蘸一些调料。这盘炸鸡翅上还有一些蔬菜，可能是沙拉。,1
959,这是厨余垃圾_炸鸡。,这张图片里没有垃圾。,0
960,这是厨余垃圾_炸鸡。,根据图中的描述，这个篮子内的食物包括炸鸡和薯条，这些食物属于快餐垃圾。,1
961,这是厨余垃圾_烤鸡烤鸭。,图片中的物品属于厨余垃圾类别。,1
962,这是厨余垃圾_烤鸡烤鸭。,图中没有垃圾。,0
963,这是厨余垃圾_烤鸡烤鸭。,图片中的物品属于厨余垃圾类别。,1
964,这是厨余垃圾_烤鸡烤鸭。,这是一盘炸鸡，看起来非常美味。,1
965,这是厨余垃圾_烤鸡烤鸭。,图片中的物品属于厨余垃圾类别。,1
966,这是厨余垃圾_烤鸡烤鸭。,这张图片里的是可回收物。,0
967,这是厨余垃圾_烤鸡烤鸭。,这张图片里有一个塑料袋，里面装有一些食物残渣。塑料袋属于可回收垃圾。,0
968,这是厨余垃圾_烤鸡烤鸭。,图片中的物品属于其他垃圾类别。,0
969,这是厨余垃圾_烤鸡烤鸭。,这张图片显示的是一个用锡纸包裹的烤盘，上面放着一些未煮过的鸡块。这个图片中的垃圾应该属于厨房垃圾，包括未煮熟的鸡块和锡纸。,0
970,这是厨余垃圾_烤鸡烤鸭。,这张图片里没有明确的垃圾标识，但是从食物的外观来看，这可能是某种食物，可能是食物垃圾。,1
971,这是厨余垃圾_烤鸡烤鸭。,这个垃圾属于“垃圾食品”类别。,0
972,这是厨余垃圾_烤鸡烤鸭。,这张图片的内容是关于提供餐饮培训的，但没有直接与垃圾有关的信息。垃圾通常是指用于废物处理和回收的物品，而这张图片展示的是关于餐饮培训的信息。所以，这张图片不属于垃圾类别。,0
973,这是厨余垃圾_烤鸡烤鸭。,这张图片里是食物垃圾。,1
974,这是厨余垃圾_烤鸡烤鸭。,这张图片里有鸡翅，属于餐厨垃圾。,1
975,这是厨余垃圾_烤鸡烤鸭。,图中没有垃圾。,0
976,这是厨余垃圾_烤鸡烤鸭。,这个垃圾属于厨房垃圾。,1
977,这是厨余垃圾_烤鸡烤鸭。,这个垃圾属于食物垃圾。,1
978,这是厨余垃圾_烤鸡烤鸭。,图中没有垃圾。,0
979,这是厨余垃圾_烤鸡烤鸭。,图中的垃圾是一块用锡纸包裹的猪肉。,0
980,这是厨余垃圾_烤鸡烤鸭。,这个垃圾属于厨房垃圾。,1
981,这是厨余垃圾_烤鸡烤鸭。,这个垃圾是垃圾食品。,0
982,这是厨余垃圾_烤鸡烤鸭。,这个垃圾属于食品垃圾。,1
983,这是厨余垃圾_烤鸡烤鸭。,这张图片里没有垃圾。,0
984,这是厨余垃圾_烤鸡烤鸭。,,0
985,这是厨余垃圾_烤鸡烤鸭。,这个垃圾属于食物垃圾。,1
986,这是厨余垃圾_烤鸡烤鸭。,图片中的物品属于其他垃圾类别。,0
987,这是厨余垃圾_烤鸡烤鸭。,图中的垃圾是炸鸡。,1
988,这是厨余垃圾_烤鸡烤鸭。,这张图片里有食物，是鸡腿，属于厨余垃圾。,1
989,这是厨余垃圾_烤鸡烤鸭。,,0
990,这是厨余垃圾_烤鸡烤鸭。,这个垃圾属于厨余垃圾。,1
991,这是厨余垃圾_牛肉干。,图片中的物品属于其他垃圾类别。,0
992,这是厨余垃圾_牛肉干。,这个垃圾属于厨余垃圾。,1
993,这是厨余垃圾_牛肉干。,图中的垃圾是干肉。,1
994,这是厨余垃圾_牛肉干。,图片中的物品属于不可回收垃圾类别。,0
995,这是厨余垃圾_牛肉干。,这个垃圾属于餐厨垃圾。,1
996,这是厨余垃圾_牛肉干。,这张图片里没有明确显示是什么垃圾。,0
997,这是厨余垃圾_牛肉干。,这是一篮子牛肉干。,1
998,这是厨余垃圾_牛肉干。,根据图片中的描述，物品属于餐厨垃圾。,1
999,这是厨余垃圾_牛肉干。,图中的垃圾是干豆皮。,0
1000,这是厨余垃圾_牛肉干。,图片中的物品属于可回收垃圾。,0
1001,这是厨余垃圾_牛肉干。,这张图片里没有垃圾。,0
1002,这是厨余垃圾_牛肉干。,这个垃圾应该属于食物垃圾。,1
1003,这是厨余垃圾_牛肉干。,这个垃圾属于垃圾食品，具体来说是辣条。,0
1004,这是厨余垃圾_牛肉干。,图中的垃圾是“chuji cheng”。,0
1005,这是厨余垃圾_牛肉干。,这是一堆炸薯条，通常是用炸薯条机（French fry machine）制作的。薯条通常会裹上面包糠或其他调味料，然后用油炸至金黄酥脆。,0
1006,这是厨余垃圾_牛肉干。,图片中的物品属于其他垃圾类别。,0
1007,这是厨余垃圾_牛肉干。,这是一个装有零食的白色盘子。,0
1008,这是厨余垃圾_牛肉干。,图中的垃圾是炸猪排。,0
1009,这是厨余垃圾_牛肉干。,图片中的物品属于厨余垃圾。,1
1010,这是厨余垃圾_牛肉干。,这是新疆特产——孜然牛肉干。它色泽诱人，口感香醇，让人回味无穷。,1
1011,这是厨余垃圾_牛肉干。,这是一道用黑色食材制作的美食，可能是炭烤或烤制的肉片，上面撒有一些调料和香草。这种食物通常在户外餐厅或烧烤聚会中享用。,1
1012,这是厨余垃圾_牛肉干。,,0
1013,这是厨余垃圾_牛肉干。,这是一堆牛排。,1
1014,这是厨余垃圾_牛肉干。,这是一盘牛肉干。牛肉干是一种经过干燥、腌制等处理的牛肉制品，常用于休闲食品。,1
1015,这是厨余垃圾_牛肉干。,图中的垃圾是牛肉干。,1
1016,这是厨余垃圾_牛肉干。,这是一块干牛肉干，通常用来作为零食食用。,1
1017,这是厨余垃圾_瓜子。,这是一个装满南瓜籽的白色碗。南瓜籽是一种常见的坚果，通常用于烘焙食品和健康食品中。,0
1018,这是厨余垃圾_瓜子。,这是一袋花生。花生是一种常见的坚果，通常以烤或油炸的方式食用。,0
1019,这是厨余垃圾_瓜子。,图中的垃圾是南瓜子。,1
1020,这是厨余垃圾_瓜子。,这是一张展示在田间地头晒干粮食的照片。照片中可以看到稻谷正在晾晒，周围的环境看起来像是农田，有稻田和树林。天气看起来晴朗，天空中有几朵白云。,0
1021,这是厨余垃圾_瓜子。,这是南瓜籽。南瓜籽是一种常见的食品，通常用于烹饪和食用。,1
1022,这是厨余垃圾_瓜子。,这个垃圾属于食品垃圾。,1
1023,这是厨余垃圾_瓜子。,这个垃圾是瓜子壳。,1
1024,这是厨余垃圾_瓜子。,这是一张显示了几种谷物种子的照片。图片中可以看到以下几种谷物种子：  1. 红花籽 2. 小白瓜子 3. 花生 4. 黄豆  这些种子看起来都是干燥的谷物种子，可能用于宠物饲料或其他用途。,1
1025,这是厨余垃圾_瓜子。,图片中的物品属于厨余垃圾。,1
1026,这是厨余垃圾_瓜子。,图片中的物品属于其他垃圾。,0
1027,这是厨余垃圾_瓜子。,这个垃圾属于厨房垃圾。,1
1028,这是厨余垃圾_瓜子。,这张图片里的垃圾是南瓜籽壳。,1
1029,这是厨余垃圾_瓜子。,这是一个包装袋，里面装的是沙土南瓜子。袋装的包装袋上有“沙土”字样，包装袋上还写着“沙土南瓜子”字样。,0
1030,这是厨余垃圾_瓜子。,图中没有垃圾。,0
1031,这是厨余垃圾_瓜子。,这张图片里没有明显的垃圾标签，无法确定是什么垃圾。,0
1032,这是厨余垃圾_瓜子。,图片中的物品属于可回收垃圾。,0
1033,这是厨余垃圾_瓜子。,这个垃圾属于干果类垃圾。,0
1034,这是厨余垃圾_瓜子。,这是一个卖生南瓜子的广告。图片中显示了不同重量的南瓜子价格，以及它们的重量和包邮费用。,0
1035,这是厨余垃圾_瓜子。,这是一碗干黄芪片。黄芪是一种常见的中药材，具有多种药用功效，常用于调理身体，增强免疫力。,0
1036,这是厨余垃圾_瓜子。,这是一段中文，无法进行垃圾分类。请提供更详细的信息。,0
1037,这是厨余垃圾_瓜子。,这张图片里是一堆生蛤蜊。蛤蜊是一种常见的贝类，通常用于烹饪。,0
1038,这是厨余垃圾_瓜子。,这个垃圾属于其他垃圾。,0
1039,这是厨余垃圾_甘蔗。,这个垃圾属于厨余垃圾。,1
1040,这是厨余垃圾_甘蔗。,图片中的物品属于其他垃圾。,0
1041,这是厨余垃圾_甘蔗。,这是一堆切开的甘蔗。甘蔗是一种甘甜的植物，通常用于制作糖浆、饮料或用于工业用途。甘蔗的纤维含量较高，因此切开后会有明显的纹理。,1
1042,这是厨余垃圾_甘蔗。,这个垃圾是竹笋。竹笋属于蔬菜类垃圾。,0
1043,这是厨余垃圾_甘蔗。,图片中的物品属于可回收垃圾。,0
1044,这是厨余垃圾_甘蔗。,这张图片里是一些甘蔗。甘蔗是一种植物，其根部可以用来制作甘蔗糖、榨汁等。甘蔗皮是可回收物，而甘蔗芯是厨余垃圾。所以，这张图片中的甘蔗属于可回收物和厨余垃圾。,0
1045,这是厨余垃圾_甘蔗。,这是一种甘蔗。甘蔗是一种甘蔗科植物的果实，通常在亚洲和拉丁美洲地区种植。甘蔗是一种甜味的天然食品，主要成分是蔗糖，可以用于烹饪、糖果和饮料。,1
1046,这是厨余垃圾_生肉。,这是一份冷冻包装的牛肉片。包装上显示了牛肉片的规格和重量，每包重700克，包装上还标明了产品的特点和促销信息。,1
1047,这是厨余垃圾_生肉。,这张图片里是一盘雪花肥牛。雪花肥牛是一种用新鲜牛肉切成薄片，并均匀分布在一块大肥牛上的做法。这种做法可以保留牛肉的原汁原味，口感鲜美。,1
1048,这是厨余垃圾_生肉。,这张图片中的垃圾是食物垃圾。,1
1049,这是厨余垃圾_生肉。,图片中的物品属于可回收垃圾。,0
1050,这是厨余垃圾_生肉。,这是一张宣传牛肉的图片。图片中展示了厚切肥牛片，背景是牛肉片和一些蔬菜。图片上方的文字写着“厚切肥牛片”和“130g*5”，表明这是一盒5片的牛肉。图片中还展示了切片牛肉的特写。,0
1051,这是厨余垃圾_生肉。,图片中的物品属于其他垃圾。,0
1052,这是厨余垃圾_生肉。,图中的垃圾是腊肠。,1
1053,这是厨余垃圾_生肉。,这张图片里的是炒饭。炒饭通常由米饭、肉类（如猪肉或牛肉）、蔬菜（如西兰花）、以及一些调味料（如酱油、盐和香料）组成。,0
1054,这是厨余垃圾_生肉。,这张图片里没有明确的垃圾标识，无法确定这是什么垃圾。,0
1055,这是厨余垃圾_生肉。,这张图片里包含了一部分食物和一些餐具，如盘子、花瓶、茶壶和杯子。由于图片中的食物和餐具的具体类型和用途可能不明确，无法准确判断这些物品属于什么类型的垃圾。一般来说，这类物品可能会被归类为其他垃圾，因为它们通常不会在日常生活中产生。,0
