行号,预测,标签
3723,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}其他垃圾","图中展示的物品是泡沫盒子,根据垃圾分类的标准，应该属于可回收物
"
3724,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是八宝粥,根据垃圾分类的标准，应该属于厨余垃圾
"
3725,图中展示的物品是香肠，根据垃圾分类的标准，应该属于厨余垃圾。,"图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾
"
3726,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是骨肉相连,根据垃圾分类的标准，应该属于厨余垃圾
"
3727,图中展示的物品是塑料瓶，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是塑料瓶,根据垃圾分类的标准，应该属于可回收物
"
3728,图中展示的物品是[food]，根据垃圾分类的标准，应该属于[垃圾食品],"图中展示的物品是罐头瓶,根据垃圾分类的标准，应该属于可回收物
"
3729,图中展示的物品是苹果片，根据垃圾分类的标准，应该属于可回收物。,"图中展示的物品是西瓜皮,根据垃圾分类的标准，应该属于厨余垃圾
"
3730,图中展示的物品是纸人，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物
"
3731,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是变形玩具,根据垃圾分类的标准，应该属于可回收物
"
3732,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾
"
3733,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是鸡毛掸,根据垃圾分类的标准，应该属于其他垃圾
"
3734,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。","图中展示的物品是票据,根据垃圾分类的标准，应该属于其他垃圾
"
3735,图中展示的物品是{food}，根据垃圾分类的标准，应该属于{food},"图中展示的物品是蛋糕盒,根据垃圾分类的标准，应该属于可回收物
"
3736,图中展示的物品是计算器，根据垃圾分类的标准，应该属于电子废弃物,"图中展示的物品是计算器,根据垃圾分类的标准，应该属于可回收物
"
3737,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是蘑菇,根据垃圾分类的标准，应该属于厨余垃圾
"
3738,"图中展示的物品是[drinks, cosmetics, hygiene, toiletries]，根据垃圾分类的标准，应该属于[recyclable, hazardous, recyclable, hazardous]","图中展示的物品是护肤品空瓶,根据垃圾分类的标准，应该属于可回收物
"
3739,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是蘑菇,根据垃圾分类的标准，应该属于厨余垃圾
"
3740,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是鸡翅,根据垃圾分类的标准，应该属于厨余垃圾
"
3741,图中展示的物品是塑料瓶盖，根据垃圾分类的标准，应该属于可回收垃圾,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物
"
3742,图中展示的物品是扬声器，根据垃圾分类的标准，应该属于垃圾电子电器类,"图中展示的物品是废弃扩声器,根据垃圾分类的标准，应该属于可回收物
"
3743,图中展示的物品是蛋糕盒，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是蛋糕盒,根据垃圾分类的标准，应该属于可回收物
"
3744,图中展示的物品是碱性电池，根据垃圾分类的标准，应该属于其他垃圾。,"图中展示的物品是电池,根据垃圾分类的标准，应该属于有害垃圾
"
3745,图中展示的物品是灯泡，根据垃圾分类的标准，应该属于可回收物。,"图中展示的物品是LED灯泡,根据垃圾分类的标准，应该属于有害垃圾
"
3746,图中展示的物品是洗碗布，根据垃圾分类的标准，应该属于其他垃圾,"图中展示的物品是百洁布,根据垃圾分类的标准，应该属于其他垃圾
"
3747,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是笔及笔芯,根据垃圾分类的标准，应该属于其他垃圾
"
3748,图中展示的物品是{remote_control}，根据垃圾分类的标准，应该属于{electronics},"图中展示的物品是空调遥控器,根据垃圾分类的标准，应该属于可回收物
"
3749,图中展示的物品是玩具，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物
"
3750,图中展示的物品是{grain}，根据垃圾分类的标准，应该属于{commodity},"图中展示的物品是八宝粥,根据垃圾分类的标准，应该属于厨余垃圾
"
3751,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。","图中展示的物品是保温杯,根据垃圾分类的标准，应该属于可回收物
"
3752,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是暖宝宝,根据垃圾分类的标准，应该属于可回收物
"
3753,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是青菜,根据垃圾分类的标准，应该属于厨余垃圾
"
3754,"图中展示的物品是[胡萝卜],根据垃圾分类的标准，应该属于[厨余垃圾]","图中展示的物品是胡萝卜,根据垃圾分类的标准，应该属于厨余垃圾
"
3755,图中展示的物品是[pearl]，根据垃圾分类的标准，应该属于[garbage_type],"图中展示的物品是耳钉耳环,根据垃圾分类的标准，应该属于可回收物
"
3756,图中展示的物品是茶具，根据垃圾分类的标准，应该属于{garbage_type}玻璃,"图中展示的物品是玻璃壶,根据垃圾分类的标准，应该属于可回收物
"
3757,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾
"
3758,图中展示的物品是卫生纸，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是创可贴,根据垃圾分类的标准，应该属于其他垃圾
"
3759,图中展示的物品是饼干，根据垃圾分类的标准，应该属于厨余垃圾,"图中展示的物品是饼干,根据垃圾分类的标准，应该属于厨余垃圾
"
3760,图中展示的物品是锅盖，根据垃圾分类的标准，应该属于厨余垃圾。,"图中展示的物品是锅盖,根据垃圾分类的标准，应该属于可回收物
"
3761,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是烤鸡烤鸭,根据垃圾分类的标准，应该属于厨余垃圾
"
3762,图中展示的物品是剃须刀，根据垃圾分类的标准，应该属于家庭废弃物,"图中展示的物品是电动剃须刀,根据垃圾分类的标准，应该属于可回收物
"
3763,图中展示的物品是插线板，根据垃圾分类的标准，应该属于电子废弃物,"图中展示的物品是插线板,根据垃圾分类的标准，应该属于可回收物
"
3764,"图中展示的物品是纸盒,根据垃圾分类的标准，应该属于废纸","图中展示的物品是蛋糕盒,根据垃圾分类的标准，应该属于可回收物
"
3765,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是鸡毛掸,根据垃圾分类的标准，应该属于其他垃圾
"
3766,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是火龙果,根据垃圾分类的标准，应该属于厨余垃圾
"
3767,图中展示的物品是香蕉皮，根据垃圾分类的标准，应该属于厨余垃圾。,"图中展示的物品是香蕉皮,根据垃圾分类的标准，应该属于厨余垃圾
"
3768,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾
"
3769,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是收音机,根据垃圾分类的标准，应该属于可回收物
"
3770,"图中展示的物品是[chestnut, tree]，根据垃圾分类的标准，应该属于[food]","图中展示的物品是板栗,根据垃圾分类的标准，应该属于厨余垃圾
"
3771,"图中展示的物品是{toy_object},根据垃圾分类的标准，应该属于{toy}","图中展示的物品是变形玩具,根据垃圾分类的标准，应该属于可回收物
"
3772,"图中展示的物品是[手表],根据垃圾分类的标准，应该属于[其他垃圾]","图中展示的物品是钟表,根据垃圾分类的标准，应该属于可回收物
"
3773,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是电动牙刷,根据垃圾分类的标准，应该属于可回收物
"
3774,"图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}","图中展示的物品是尺子,根据垃圾分类的标准，应该属于可回收物
"
3775,图中展示的物品是塑料瓶，根据垃圾分类的标准，应该属于可回收垃圾。,"图中展示的物品是红花油,根据垃圾分类的标准，应该属于有害垃圾
"
3776,图中展示的物品是{wood}，根据垃圾分类的标准，应该属于{wood},"图中展示的物品是木质锅铲,根据垃圾分类的标准，应该属于可回收物
"
3777,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾
"
3778,图中展示的物品是烟灰缸，根据垃圾分类的标准，应该属于垃圾,"图中展示的物品是烟灰缸,根据垃圾分类的标准，应该属于可回收物
"
3779,"图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]","图中展示的物品是白萝卜,根据垃圾分类的标准，应该属于厨余垃圾
"
3780,"图中展示的物品是书籍,根据垃圾分类的标准，应该属于废纸","图中展示的物品是书,根据垃圾分类的标准，应该属于可回收物
"
3781,图中展示的物品是{no garbage},"图中展示的物品是纸箱,根据垃圾分类的标准，应该属于可回收物
"
3782,图中展示的物品是牙刷，根据垃圾分类的标准，应该属于可回收物,"图中展示的物品是牙刷,根据垃圾分类的标准，应该属于其他垃圾
"
